clean_post,polarity,sentiment,affect_label,label_name
rt omg bellamy hesitated hisbhand clarkes back httpstcocbcicqdy,-0.318,Negative,1,high negative affect
sciles,0.0,Neutral,0,non-negative affect
rt allie said bellamy clarke would grow im episodes madly love,0.361,Positve,0,non-negative affect
pretty girls really know,0.494,Positve,0,non-negative affect
also accurate would pretends shocked bc knew shed like watched blknded,-0.052,Negative,1,high negative affect
rt starboy mccall audio cc celestial httpstcoafbcyjopk,0.0,Neutral,0,non-negative affect
allydia tw endgame deserved goodbye,0.0,Neutral,0,non-negative affect
rt update crystal said lydia one important people allisons life literally died ne met,-0.421,Negative,1,high negative affect
vs trying quote britts live tweets mood,0.0,Neutral,0,non-negative affect
wow would literally die u,-0.026,Neutral,0,non-negative affect
rt honestly im feeling makeup tonight love httpstcobrjckhno,0.827,Positve,0,non-negative affect
rt artemis dick traught httpstcobpsaesfqm,-0.511,Negative,1,high negative affect
rt wally artemis spitfire httpstcolnsprink,0.0,Neutral,0,non-negative affect
rt dick wally birdflash httpstcoaqbgxlsrz,-0.511,Negative,1,high negative affect
rt jaime bart bluepulse httpstcolckstdbjp,0.0,Neutral,0,non-negative affect
rt artemis zatanna snailbsel httpstcoexpgnnpg,0.0,Neutral,0,non-negative affect
rt imagine thinking anyone young justice straight,0.649,Positve,0,non-negative affect
rt john boyega spotted jaeger pilot armor set pacific rim uprising lit httpstcoahovebij,0.0,Neutral,0,non-negative affect
rt almost killed httpstcoayylhbvz,-0.638,Negative,1,high negative affect
yeah sam got u thats lincoln hes best grounder,0.751,Positve,0,non-negative affect
rt picture new picture adelaide looks beautiful reign tq httpstcobxwbfdqt,0.599,Positve,0,non-negative affect
rt picture adelaide rachel megan via instagram tq httpstcobfpinfqzjr,0.0,Neutral,0,non-negative affect
omg u reallydont gotta sam ur angel pls,0.077,Positve,0,non-negative affect
work like hours wanna die little fine,-0.225,Negative,1,high negative affect
well yes wasnt like sleeping around sleep around tho,0.4,Positve,0,non-negative affect
n wait thats washappening,0.0,Neutral,0,non-negative affect
god big mood httpstcomckpwl,0.273,Positve,0,non-negative affect
hey hello love u lots,0.637,Positve,0,non-negative affect
adelaide auditioned daenerys got god cant ever nice things,-0.06,Negative,1,high negative affect
oh god pickedemilia herwow offense butwhy,0.026,Neutral,0,non-negative affect
yes god kaldur jaimebart lets pls httpstcoghzkgfnu,0.625,Positve,0,non-negative affect
good afternoon slept till like pos,0.66,Positve,0,non-negative affect
gn love u,0.751,Positve,0,non-negative affect
cant rgaheh hav e keep checking live tweet thread funny ahhdjajajs,0.44,Positve,0,non-negative affect
rt may ass half time httpstcoiogpmwwj,-0.542,Negative,1,high negative affect
rt bellamy blake youre pardoned crimes,0.226,Positve,0,non-negative affect
rt clarke making bellamy face actions love,0.637,Positve,0,non-negative affect
rt imagine shipping cant relate httpstcorpbxtfzqio,0.0,Neutral,0,non-negative affect
rt clarke siad need im actually malfunctioning someone dm house address inform par,0.0,Neutral,0,non-negative affect
rt amazing queen woman intelligent awesome wonderful icon leader spectacular scene shooter https,0.939,Positve,0,non-negative affect
rt clarke someone tries hurt bellamy httpstcoswnwkqkgj,-0.527,Negative,1,high negative affect
rt cant change tides moon wont cooperate montys best line httpstcobautx,-0.522,Negative,1,high negative affect
rt omdmsmmsms made inhuman sound zoned second httpstcobthhwnsxdy,0.0,Neutral,0,non-negative affect
rt lost son bitch loved httpstconkgqzdojm,-0.296,Negative,1,high negative affect
rt man told dax kill bellamy blake thank god theyre talking bellamy blake httpstcoufhy,-0.273,Negative,1,high negative affect
rt im going nut nurture uplift treat respect httpstcowpifludqn,0.802,Positve,0,non-negative affect
rt bellamy type give octavia world shell ask solar system httpstcoqczvljvt,0.0,Neutral,0,non-negative affect
well thsi kicked ass space thank u httpstcopqifukkq,0.026,Neutral,0,non-negative affect
im suddenly castle hill stan httpstcokelwmhcop,0.0,Neutral,0,non-negative affect
rt sr trumpthe intelligence report devastatinglosing election votes addition thisare leg,0.477,Positve,0,non-negative affect
rt trump understand paying fucken wall clear us tax payers pay f,0.296,Positve,0,non-negative affect
rt trump may ask whoever wants still neither mexico going pay racist monument another pr,-0.573,Negative,1,high negative affect
baby booooooy httpstcopamdrin,0.0,Neutral,0,non-negative affect
much mess ur tweets think u fun thats good stay hydrated safe ok,0.832,Positve,0,non-negative affect
rt posey fr info isnt gonna jeff davis new tv show let right one asked amp misunderst,0.0,Neutral,0,non-negative affect
rt get someone bridesmaids dubsmashes httpstcognjupixwj,0.0,Neutral,0,non-negative affect
yes watch,0.402,Positve,0,non-negative affect
rt coachella lineup httpstcokkfojdbvoj,0.0,Neutral,0,non-negative affect
u come inyo house,0.0,Neutral,0,non-negative affect
video recs yt goodbye httpstcosbnutwvnx,0.0,Neutral,0,non-negative affect
hope yall get released soon,0.44,Positve,0,non-negative affect
stop ill work,-0.612,Negative,1,high negative affect
rt mom ssid sister responsibility bellamy said wont let anything bad happen octopus https,0.431,Positve,0,non-negative affect
rt proud doesnt even begin explain thank service,0.681,Positve,0,non-negative affect
rt quick watercolor thingy raven resistance pilot httpstcoabylrian,0.0,Neutral,0,non-negative affect
rt ur bff fighting w ex phone ur like lemme see phone debra wanna talk httpstc,0.599,Positve,0,non-negative affect
rt exclusive clarke bellamy new grounder prepare apocalypse first look httpstcoujkdwjc,0.128,Positve,0,non-negative affect
rt cherry cola course days riverdale httpstcoolptezoax,0.0,Neutral,0,non-negative affect
rt feck sh httpstcojmgnxvms,0.0,Neutral,0,non-negative affect
feel like ur little girl help banging window right,0.602,Positve,0,non-negative affect
also hope ur wonderful trip filled drama,0.765,Positve,0,non-negative affect
know ur gone meant show general yes u sam im hyped,0.402,Positve,0,non-negative affect
pls u gonna watch,0.077,Positve,0,non-negative affect
ariel jasmine yes idek whats going bc im behind bring many princesses possible httpstcovponqmqam,0.402,Positve,0,non-negative affect
also would recommend superstore u liked office bc humor similar offensive,0.527,Positve,0,non-negative affect
superstore came back last night emerald city premieres tonight thank u,0.361,Positve,0,non-negative affect
ig let know u got thoughts questions still tuesday tho right,0.0,Neutral,0,non-negative affect
rt loooolll murphy like dont answer anyone bellamy like come im shaking httpstco,0.511,Positve,0,non-negative affect
rt sudden love mxf ships httpstcolvorzixsy,0.637,Positve,0,non-negative affect
rt hey date u liked tweets diff times polyamory real,0.421,Positve,0,non-negative affect
wait saw dove make dreams come true,0.67,Positve,0,non-negative affect
nice pure,0.421,Positve,0,non-negative affect
god hope cuts hair literally someone anyone cut hair,0.178,Positve,0,non-negative affect
watching dylan started tell u constantly ur bother noted,-0.34,Negative,1,high negative affect
dind kno starvin till tasted u httpstcotrfdfabsjs,0.0,Neutral,0,non-negative affect
ill go ahead throw dumpster goodbye,-0.527,Negative,1,high negative affect
stop snowing dallas god raining,-0.026,Neutral,0,non-negative affect
rt still heart thank appreciate much httpstcojcyqxvua,0.637,Positve,0,non-negative affect
rt normani actual goddess httpstcoxvwoijorfo,0.0,Neutral,0,non-negative affect
rt lili camila new riverdale cast poromotional photos httpstcojcxigiww,0.0,Neutral,0,non-negative affect
rt confirmed shooting fort lauderdale hollywood international airport multiple people dead one subject custo,-0.649,Negative,1,high negative affect
god believe thsis tweet noticed stupid meme,-0.318,Negative,1,high negative affect
rt tyler posey set crew funny die httpstcouysjybsvz,-0.25,Negative,1,high negative affect
rt charmed reboot think want vs one want httpstcoyyzvrvpbl,0.557,Positve,0,non-negative affect
rt dc everyone tweeting,0.0,Neutral,0,non-negative affect
bet u thought real clever,0.459,Positve,0,non-negative affect
actually list im slowly making way ive heard great things tbh,0.625,Positve,0,non-negative affect
tiny also gets show chops nice,0.421,Positve,0,non-negative affect
pelalse listen made fall love shelley really start like phoebe britt,0.789,Positve,0,non-negative affect
mood httpstcowlfrkbwncd,0.0,Neutral,0,non-negative affect
im still always pressed god much explore,0.273,Positve,0,non-negative affect
nf list u know,0.0,Neutral,0,non-negative affect
also ive watched single ep charmed dont hell yeah ill watch,0.797,Positve,0,non-negative affect
god rip secret circle bad,-0.34,Negative,1,high negative affect
wow finally witch show ur local witch enthusiast httpstcoiyrwihuqhx,0.318,Positve,0,non-negative affect
rt congratulations exceptionally talented welldeserved receiving hollywood walk fame st,0.886,Positve,0,non-negative affect
rt congratulations exceptionally talented welldeserved receiving hollywood walk fame st,0.886,Positve,0,non-negative affect
rt dom bursting laughing every time matt opens mouth well matt concept,0.649,Positve,0,non-negative affect
rt cant believe scott mccall legendary male character ever httpstcoqhliidejea,0.0,Neutral,0,non-negative affect
rt already lgbt characters young justice,0.527,Positve,0,non-negative affect
rt starry nights golden globes film fest kickoff moet moment httpstcosufatno,0.0,Neutral,0,non-negative affect
rt bravo informative entertaining,0.44,Positve,0,non-negative affect
rt today decided learn tie bow tie aint easy folks never give httpstcouvnfyffc,-0.341,Negative,1,high negative affect
theyre cute httpstcoxhsfxc,0.459,Positve,0,non-negative affect
thank u knwo,0.361,Positve,0,non-negative affect
rt feel god chilis tonight httpstcoditstlce,0.273,Positve,0,non-negative affect
rt weeks httpstcolanftwsy,0.0,Neutral,0,non-negative affect
rt ignore messy hair thought cute httpstcoxpbkglcd,-0.25,Negative,1,high negative affect
cutie invented flower crown httpstcolrqohxa,0.361,Positve,0,non-negative affect
rt heres thread live tweeting,0.0,Neutral,0,non-negative affect
rt bellarke shippers shaking boots httpstcoibzxfnmz,-0.178,Negative,1,high negative affect
rt killing wells keeping octogenarian alive,-0.202,Negative,1,high negative affect
rt lizard boi leave wells alone im going delete ass httpstcodkqaqx,-0.572,Negative,1,high negative affect
rt bellamy blake,0.0,Neutral,0,non-negative affect
rt fed good httpstcobvsuhc,0.44,Positve,0,non-negative affect
ok im gonna shower first,0.296,Positve,0,non-negative affect
literally never close good amazing thank u god bc didnt even want go,-0.273,Negative,1,high negative affect
yall hour half time still clocked tonight really felt god sbux tonight,0.335,Positve,0,non-negative affect
rt style really suits melissa tho httpstcofuciopyia,0.0,Neutral,0,non-negative affect
rt real meaning netflix chill httpstcofbvdbkhw,0.0,Neutral,0,non-negative affect
rt noah fence hes delicious httpstcoxgjmjbvruz,0.572,Positve,0,non-negative affect
omg really cool httpstcostbipqsz,0.38,Positve,0,non-negative affect
relevant blake big mood,0.0,Neutral,0,non-negative affect
legends httpstcohlrgbasus,0.0,Neutral,0,non-negative affect
rt twenty seventeen httpstcojxwhfiitcc,0.0,Neutral,0,non-negative affect
woooooow thank u httpstcocklrposnd,0.361,Positve,0,non-negative affect
rt uh would let clary beat ass outfit httpstcolwhmxwp,-0.542,Negative,1,high negative affect
rt calling bald bitch drag consider information indeed bald b also bitch,-0.859,Negative,1,high negative affect
unless taylor maybe wants todrop ts,0.0,Neutral,0,non-negative affect
halsey dropping new music year everyone else go home im already claiming favorite album year,0.459,Positve,0,non-negative affect
yes yes yes httpstcomkatznhb,0.796,Positve,0,non-negative affect
ignore idk thats,-0.44,Negative,1,high negative affect
trying see even get ride god,0.273,Positve,0,non-negative affect
supposed today yesterday httpstcouokpjvf,0.0,Neutral,0,non-negative affect
havent taken yet shes personal problems asked going said like im,-0.052,Negative,1,high negative affect
got like hours sleep last night ill walk play therapist friend im jsut tired,0.34,Positve,0,non-negative affect
take friends shift today ill start day streak next break dont want need money god,0.291,Positve,0,non-negative affect
stop thats bc u couldve switched riley scott discourse,-0.296,Negative,1,high negative affect
honestly sounds similar,0.459,Positve,0,non-negative affect
rt like unfair hold famous people unreachable perfect standard expect basic commomhuman de,0.477,Positve,0,non-negative affect
rt real talk everyone fucking problematic least react respond situation real,-0.493,Negative,1,high negative affect
rt dont wanna guy sis literally copy amp paste google braids come httpstcobkfrk,0.0,Neutral,0,non-negative affect
